treatment,date,jobdate,sampleid,imageid,filename,frame,parameter,roi,frame_avg,yii_avg,npq_avg,yii_std,npq_std,plantarea,obj_in_frame,unique_roi,gtype
fluc,2019-07-31,2019-07-31,tray2,16,diy_data\pimframes\fluc-20190731-tray2-16.tif,Fmp,t120_ALon,1,41.8290,0.0748,1.6100,0.0612,0.3623,31.1200,True,True,stn7
fluc,2019-07-31,2019-07-31,tray2,16,diy_data\pimframes\fluc-20190731-tray2-16.tif,Fmp,t120_ALon,2,41.1038,0.0872,1.6511,0.0606,0.3075,26.2000,True,True,stn7
fluc,2019-07-31,2019-07-31,tray2,16,diy_data\pimframes\fluc-20190731-tray2-16.tif,Fmp,t120_ALon,3,45.4289,0.0728,1.5309,0.0620,0.4887,32.6400,True,True,wt
fluc,2019-07-31,2019-07-31,tray2,16,diy_data\pimframes\fluc-20190731-tray2-16.tif,Fmp,t120_ALon,4,40.6013,0.0747,1.3748,0.0695,0.5036,18.3600,True,True,vccn1
fluc,2019-07-31,2019-07-31,tray2,16,diy_data\pimframes\fluc-20190731-tray2-16.tif,Fmp,t120_ALon,5,46.5202,0.0774,1.3069,0.0525,0.3396,29.7600,True,True,vccn1
fluc,2019-07-31,2019-07-31,tray2,16,diy_data\pimframes\fluc-20190731-tray2-16.tif,Fmp,t120_ALon,6,nan,nan,nan,nan,nan,0.0000,nan,True,nan
fluc,2019-07-31,2019-07-31,tray2,16,diy_data\pimframes\fluc-20190731-tray2-16.tif,Fmp,t120_ALon,7,39.7168,0.0768,1.6000,0.0631,0.7159,20.4800,True,True,kea3
fluc,2019-07-31,2019-07-31,tray2,16,diy_data\pimframes\fluc-20190731-tray2-16.tif,Fmp,t120_ALon,8,33.6599,0.0903,1.6926,0.0736,0.4660,11.7600,True,True,kea3
fluc,2019-07-31,2019-07-31,tray2,17,diy_data\pimframes\fluc-20190731-tray2-17.tif,Fp,t140_ALon,0,35.6851,0.0910,1.6302,0.0705,0.4303,24.6400,True,True,wt
fluc,2019-07-31,2019-07-31,tray2,17,diy_data\pimframes\fluc-20190731-tray2-17.tif,Fp,t140_ALon,1,36.9550,0.0913,1.6991,0.0692,0.3472,31.1200,True,True,stn7
fluc,2019-07-31,2019-07-31,tray2,17,diy_data\pimframes\fluc-20190731-tray2-17.tif,Fp,t140_ALon,2,36.2290,0.1064,1.6953,0.0625,0.3098,26.2000,True,True,stn7
fluc,2019-07-31,2019-07-31,tray2,17,diy_data\pimframes\fluc-20190731-tray2-17.tif,Fp,t140_ALon,3,40.2047,0.0895,1.6026,0.0653,0.3156,32.6400,True,True,wt
fluc,2019-07-31,2019-07-31,tray2,17,diy_data\pimframes\fluc-20190731-tray2-17.tif,Fp,t140_ALon,4,35.2636,0.0924,1.4914,0.0778,0.6568,18.3600,True,True,vccn1
fluc,2019-07-31,2019-07-31,tray2,17,diy_data\pimframes\fluc-20190731-tray2-17.tif,Fp,t140_ALon,5,39.6384,0.0949,1.4791,0.0603,0.5913,29.7600,True,True,vccn1
fluc,2019-07-31,2019-07-31,tray2,17,diy_data\pimframes\fluc-20190731-tray2-17.tif,Fp,t140_ALon,6,nan,nan,nan,nan,nan,0.0000,nan,True,nan
fluc,2019-07-31,2019-07-31,tray2,17,diy_data\pimframes\fluc-20190731-tray2-17.tif,Fp,t140_ALon,7,34.9297,0.0886,1.6724,0.0664,0.4446,20.4800,True,True,kea3
fluc,2019-07-31,2019-07-31,tray2,17,diy_data\pimframes\fluc-20190731-tray2-17.tif,Fp,t140_ALon,8,28.9626,0.0994,1.8222,0.0786,0.4163,11.7600,True,True,kea3
fluc,2019-07-31,2019-07-31,tray2,18,diy_data\pimframes\fluc-20190731-tray2-18.tif,Fmp,t140_ALon,0,39.0552,0.0910,1.6302,0.0705,0.4303,24.6400,True,True,wt
fluc,2019-07-31,2019-07-31,tray2,18,diy_data\pimframes\fluc-20190731-tray2-18.tif,Fmp,t140_ALon,1,40.6131,0.0913,1.6991,0.0692,0.3472,31.1200,True,True,stn7
fluc,2019-07-31,2019-07-31,tray2,18,diy_data\pimframes\fluc-20190731-tray2-18.tif,Fmp,t140_ALon,2,40.5466,0.1064,1.6953,0.0625,0.3098,26.2000,True,True,stn7
fluc,2019-07-31,2019-07-31,tray2,18,diy_data\pimframes\fluc-20190731-tray2-18.tif,Fmp,t140_ALon,3,43.9792,0.0895,1.6026,0.0653,0.3156,32.6400,True,True,wt
fluc,2019-07-31,2019-07-31,tray2,18,diy_data\pimframes\fluc-20190731-tray2-18.tif,Fmp,t140_ALon,4,38.5948,0.0924,1.4914,0.0778,0.6568,18.3600,True,True,vccn1
fluc,2019-07-31,2019-07-31,tray2,18,diy_data\pimframes\fluc-20190731-tray2-18.tif,Fmp,t140_ALon,5,43.7863,0.0949,1.4791,0.0603,0.5913,29.7600,True,True,vccn1
fluc,2019-07-31,2019-07-31,tray2,18,diy_data\pimframes\fluc-20190731-tray2-18.tif,Fmp,t140_ALon,6,nan,nan,nan,nan,nan,0.0000,nan,True,nan
fluc,2019-07-31,2019-07-31,tray2,18,diy_data\pimframes\fluc-20190731-tray2-18.tif,Fmp,t140_ALon,7,38.1973,0.0886,1.6724,0.0664,0.4446,20.4800,True,True,kea3
fluc,2019-07-31,2019-07-31,tray2,18,diy_data\pimframes\fluc-20190731-tray2-18.tif,Fmp,t140_ALon,8,31.9626,0.0994,1.8222,0.0786,0.4163,11.7600,True,True,kea3
fluc,2019-07-31,2019-07-31,tray2,19,diy_data\pimframes\fluc-20190731-tray2-19.tif,Fp,t160_ALon,0,34.3929,0.1146,1.6812,0.0793,0.6646,24.6400,True,True,wt
fluc,2019-07-31,2019-07-31,tray2,19,diy_data\pimframes\fluc-20190731-tray2-19.tif,Fp,t160_ALon,1,35.8033,0.1227,1.7161,0.0764,0.6414,31.1200,True,True,stn7
fluc,2019-07-31,2019-07-31,tray2,19,diy_data\pimframes\fluc-20190731-tray2-19.tif,Fp,t160_ALon,2,35.3985,0.1371,1.6842,0.0817,0.4071,26.2000,True,True,stn7
fluc,2019-07-31,2019-07-31,tray2,19,diy_data\pimframes\fluc-20190731-tray2-19.tif,Fp,t160_ALon,3,38.7377,0.1068,1.6971,0.0670,0.8356,32.6400,True,True,wt
fluc,2019-07-31,2019-07-31,tray2,19,diy_data\pimframes\fluc-20190731-tray2-19.tif,Fp,t160_ALon,4,33.6035,0.1080,1.5999,0.0722,1.0690,18.3600,True,True,vccn1
fluc,2019-07-31,2019-07-31,tray2,19,diy_data\pimframes\fluc-20190731-tray2-19.tif,Fp,t160_ALon,5,37.8280,0.1199,1.5413,0.0593,0.7157,29.7600,True,True,vccn1
fluc,2019-07-31,2019-07-31,tray2,19,diy_data\pimframes\fluc-20190731-tray2-19.tif,Fp,t160_ALon,6,nan,nan,nan,nan,nan,0.0000,nan,True,nan
fluc,2019-07-31,2019-07-31,tray2,19,diy_data\pimframes\fluc-20190731-tray2-19.tif,Fp,t160_ALon,7,33.4629,0.1177,1.7260,0.0872,0.4078,20.4800,True,True,kea3
fluc,2019-07-31,2019-07-31,tray2,19,diy_data\pimframes\fluc-20190731-tray2-19.tif,Fp,t160_ALon,8,27.3980,0.1316,1.9224,0.0910,0.6239,11.7600,True,True,kea3
fluc,2019-07-31,2019-07-31,tray2,20,diy_data\pimframes\fluc-20190731-tray2-20.tif,Fmp,t160_ALon,0,38.6705,0.1146,1.6812,0.0793,0.6646,24.6400,True,True,wt
fluc,2019-07-31,2019-07-31,tray2,20,diy_data\pimframes\fluc-20190731-tray2-20.tif,Fmp,t160_ALon,1,40.8676,0.1227,1.7161,0.0764,0.6414,31.1200,True,True,stn7
fluc,2019-07-31,2019-07-31,tray2,20,diy_data\pimframes\fluc-20190731-tray2-20.tif,Fmp,t160_ALon,2,41.0611,0.1371,1.6842,0.0817,0.4071,26.2000,True,True,stn7
fluc,2019-07-31,2019-07-31,tray2,20,diy_data\pimframes\fluc-20190731-tray2-20.tif,Fmp,t160_ALon,3,43.3064,0.1068,1.6971,0.0670,0.8356,32.6400,True,True,wt
fluc,2019-07-31,2019-07-31,tray2,20,diy_data\pimframes\fluc-20190731-tray2-20.tif,Fmp,t160_ALon,4,37.6906,0.1080,1.5999,0.0722,1.0690,18.3600,True,True,vccn1
fluc,2019-07-31,2019-07-31,tray2,20,diy_data\pimframes\fluc-20190731-tray2-20.tif,Fmp,t160_ALon,5,42.9973,0.1199,1.5413,0.0593,0.7157,29.7600,True,True,vccn1
fluc,2019-07-31,2019-07-31,tray2,20,diy_data\pimframes\fluc-20190731-tray2-20.tif,Fmp,t160_ALon,6,nan,nan,nan,nan,nan,0.0000,nan,True,nan
fluc,2019-07-31,2019-07-31,tray2,20,diy_data\pimframes\fluc-20190731-tray2-20.tif,Fmp,t160_ALon,7,37.7305,0.1177,1.7260,0.0872,0.4078,20.4800,True,True,kea3
fluc,2019-07-31,2019-07-31,tray2,20,diy_data\pimframes\fluc-20190731-tray2-20.tif,Fmp,t160_ALon,8,31.5170,0.1316,1.9224,0.0910,0.6239,11.7600,True,True,kea3
fluc,2019-07-31,2019-07-31,tray2,21,diy_data\pimframes\fluc-20190731-tray2-21.tif,Fp,t180_ALon,0,33.3896,0.1335,1.7192,0.0778,0.7278,24.6400,True,True,wt
fluc,2019-07-31,2019-07-31,tray2,21,diy_data\pimframes\fluc-20190731-tray2-21.tif,Fp,t180_ALon,1,35.3406,0.1457,1.6954,0.0767,0.7379,31.1200,True,True,stn7
fluc,2019-07-31,2019-07-31,tray2,21,diy_data\pimframes\fluc-20190731-tray2-21.tif,Fp,t180_ALon,2,34.8809,0.1659,1.6457,0.0773,0.4295,26.2000,True,True,stn7
fluc,2019-07-31,2019-07-31,tray2,21,diy_data\pimframes\fluc-20190731-tray2-21.tif,Fp,t180_ALon,3,37.5662,0.1311,1.6955,0.0792,0.5404,32.6400,True,True,wt
fluc,2019-07-31,2019-07-31,tray2,21,diy_data\pimframes\fluc-20190731-tray2-21.tif,Fp,t180_ALon,4,32.5294,0.1290,1.6070,0.0939,0.4945,18.3600,True,True,vccn1
fluc,2019-07-31,2019-07-31,tray2,21,diy_data\pimframes\fluc-20190731-tray2-21.tif,Fp,t180_ALon,5,36.5780,0.1436,1.5436,0.0687,0.4519,29.7600,True,True,vccn1
fluc,2019-07-31,2019-07-31,tray2,21,diy_data\pimframes\fluc-20190731-tray2-21.tif,Fp,t180_ALon,6,nan,nan,nan,nan,nan,0.0000,nan,True,nan
fluc,2019-07-31,2019-07-31,tray2,21,diy_data\pimframes\fluc-20190731-tray2-21.tif,Fp,t180_ALon,7,32.4258,0.1337,1.7707,0.0761,0.4576,20.4800,True,True,kea3
fluc,2019-07-31,2019-07-31,tray2,21,diy_data\pimframes\fluc-20190731-tray2-21.tif,Fp,t180_ALon,8,26.4660,0.1463,1.9802,0.0987,0.6450,11.7600,True,True,kea3
fluc,2019-07-31,2019-07-31,tray2,22,diy_data\pimframes\fluc-20190731-tray2-22.tif,Fmp,t180_ALon,0,38.4984,0.1335,1.7192,0.0778,0.7278,24.6400,True,True,wt
fluc,2019-07-31,2019-07-31,tray2,22,diy_data\pimframes\fluc-20190731-tray2-22.tif,Fmp,t180_ALon,1,41.4923,0.1457,1.6954,0.0767,0.7379,31.1200,True,True,stn7
fluc,2019-07-31,2019-07-31,tray2,22,diy_data\pimframes\fluc-20190731-tray2-22.tif,Fmp,t180_ALon,2,41.8916,0.1659,1.6457,0.0773,0.4295,26.2000,True,True,stn7
fluc,2019-07-31,2019-07-31,tray2,22,diy_data\pimframes\fluc-20190731-tray2-22.tif,Fmp,t180_ALon,3,43.0466,0.1311,1.6955,0.0792,0.5404,32.6400,True,True,wt
fluc,2019-07-31,2019-07-31,tray2,22,diy_data\pimframes\fluc-20190731-tray2-22.tif,Fmp,t180_ALon,4,37.2397,0.1290,1.6070,0.0939,0.4945,18.3600,True,True,vccn1
fluc,2019-07-31,2019-07-31,tray2,22,diy_data\pimframes\fluc-20190731-tray2-22.tif,Fmp,t180_ALon,5,42.7513,0.1436,1.5436,0.0687,0.4519,29.7600,True,True,vccn1
fluc,2019-07-31,2019-07-31,tray2,22,diy_data\pimframes\fluc-20190731-tray2-22.tif,Fmp,t180_ALon,6,nan,nan,nan,nan,nan,0.0000,nan,True,nan
fluc,2019-07-31,2019-07-31,tray2,22,diy_data\pimframes\fluc-20190731-tray2-22.tif,Fmp,t180_ALon,7,37.3594,0.1337,1.7707,0.0761,0.4576,20.4800,True,True,kea3
fluc,2019-07-31,2019-07-31,tray2,22,diy_data\pimframes\fluc-20190731-tray2-22.tif,Fmp,t180_ALon,8,30.9320,0.1463,1.9802,0.0987,0.6450,11.7600,True,True,kea3
fluc,2019-07-31,2019-07-31,tray2,23,diy_data\pimframes\fluc-20190731-tray2-23.tif,Fp,t200_ALon,0,32.6981,0.1694,1.6601,0.1004,0.5185,24.6400,True,True,wt
fluc,2019-07-31,2019-07-31,tray2,23,diy_data\pimframes\fluc-20190731-tray2-23.tif,Fp,t200_ALon,1,34.8560,0.1827,1.5935,0.0903,0.4068,31.1200,True,True,stn7
fluc,2019-07-31,2019-07-31,tray2,23,diy_data\pimframes\fluc-20190731-tray2-23.tif,Fp,t200_ALon,2,34.5450,0.1966,1.5784,0.0840,0.3992,26.2000,True,True,stn7
fluc,2019-07-31,2019-07-31,tray2,23,diy_data\pimframes\fluc-20190731-tray2-23.tif,Fp,t200_ALon,3,36.6777,0.1564,1.6708,0.0856,0.5167,32.6400,True,True,wt
fluc,2019-07-31,2019-07-31,tray2,23,diy_data\pimframes\fluc-20190731-tray2-23.tif,Fp,t200_ALon,4,31.6754,0.1649,1.5734,0.1058,0.5396,18.3600,True,True,vccn1
fluc,2019-07-31,2019-07-31,tray2,23,diy_data\pimframes\fluc-20190731-tray2-23.tif,Fp,t200_ALon,5,35.8642,0.1752,1.5098,0.0828,0.4356,29.7600,True,True,vccn1
fluc,2019-07-31,2019-07-31,tray2,23,diy_data\pimframes\fluc-20190731-tray2-23.tif,Fp,t200_ALon,6,nan,nan,nan,nan,nan,0.0000,nan,True,nan
fluc,2019-07-31,2019-07-31,tray2,23,diy_data\pimframes\fluc-20190731-tray2-23.tif,Fp,t200_ALon,7,31.6523,0.1583,1.7649,0.1002,0.4592,20.4800,True,True,kea3
fluc,2019-07-31,2019-07-31,tray2,23,diy_data\pimframes\fluc-20190731-tray2-23.tif,Fp,t200_ALon,8,25.4286,0.1867,1.9761,0.1271,0.9056,11.7600,True,True,kea3
fluc,2019-07-31,2019-07-31,tray2,24,diy_data\pimframes\fluc-20190731-tray2-24.tif,Fmp,t200_ALon,0,38.9058,0.1694,1.6601,0.1004,0.5185,24.6400,True,True,wt
fluc,2019-07-31,2019-07-31,tray2,24,diy_data\pimframes\fluc-20190731-tray2-24.tif,Fmp,t200_ALon,1,42.4576,0.1827,1.5935,0.0903,0.4068,31.1200,True,True,stn7
fluc,2019-07-31,2019-07-31,tray2,24,diy_data\pimframes\fluc-20190731-tray2-24.tif,Fmp,t200_ALon,2,42.7359,0.1966,1.5784,0.0840,0.3992,26.2000,True,True,stn7
fluc,2019-07-31,2019-07-31,tray2,24,diy_data\pimframes\fluc-20190731-tray2-24.tif,Fmp,t200_ALon,3,43.1569,0.1564,1.6708,0.0856,0.5167,32.6400,True,True,wt
fluc,2019-07-31,2019-07-31,tray2,24,diy_data\pimframes\fluc-20190731-tray2-24.tif,Fmp,t200_ALon,4,37.4706,0.1649,1.5734,0.1058,0.5396,18.3600,True,True,vccn1
fluc,2019-07-31,2019-07-31,tray2,24,diy_data\pimframes\fluc-20190731-tray2-24.tif,Fmp,t200_ALon,5,43.1331,0.1752,1.5098,0.0828,0.4356,29.7600,True,True,vccn1
fluc,2019-07-31,2019-07-31,tray2,24,diy_data\pimframes\fluc-20190731-tray2-24.tif,Fmp,t200_ALon,6,nan,nan,nan,nan,nan,0.0000,nan,True,nan
fluc,2019-07-31,2019-07-31,tray2,24,diy_data\pimframes\fluc-20190731-tray2-24.tif,Fmp,t200_ALon,7,37.2520,0.1583,1.7649,0.1002,0.4592,20.4800,True,True,kea3
fluc,2019-07-31,2019-07-31,tray2,24,diy_data\pimframes\fluc-20190731-tray2-24.tif,Fmp,t200_ALon,8,30.8163,0.1867,1.9761,0.1271,0.9056,11.7600,True,True,kea3
fluc,2019-07-31,2019-07-31,tray2,25,diy_data\pimframes\fluc-20190731-tray2-25.tif,Fp,t220_ALon,0,32.1607,0.1611,1.7379,0.0716,0.7311,24.6400,True,True,wt
fluc,2019-07-31,2019-07-31,tray2,25,diy_data\pimframes\fluc-20190731-tray2-25.tif,Fp,t220_ALon,1,34.6298,0.1873,1.6366,0.0840,0.8715,31.1200,True,True,stn7
fluc,2019-07-31,2019-07-31,tray2,25,diy_data\pimframes\fluc-20190731-tray2-25.tif,Fp,t220_ALon,2,34.1695,0.1928,1.6811,0.0663,1.0558,26.2000,True,True,stn7
fluc,2019-07-31,2019-07-31,tray2,25,diy_data\pimframes\fluc-20190731-tray2-25.tif,Fp,t220_ALon,3,35.8738,0.1608,1.7126,0.0741,0.5585,32.6400,True,True,wt
fluc,2019-07-31,2019-07-31,tray2,25,diy_data\pimframes\fluc-20190731-tray2-25.tif,Fp,t220_ALon,4,31.2092,0.1532,1.6963,0.0728,1.0198,18.3600,True,True,vccn1
fluc,2019-07-31,2019-07-31,tray2,25,diy_data\pimframes\fluc-20190731-tray2-25.tif,Fp,t220_ALon,5,35.4059,0.1796,1.5348,0.0714,0.4957,29.7600,True,True,vccn1
fluc,2019-07-31,2019-07-31,tray2,25,diy_data\pimframes\fluc-20190731-tray2-25.tif,Fp,t220_ALon,6,nan,nan,nan,nan,nan,0.0000,nan,True,nan
fluc,2019-07-31,2019-07-31,tray2,25,diy_data\pimframes\fluc-20190731-tray2-25.tif,Fp,t220_ALon,7,30.9883,0.1663,1.9122,0.0935,1.3103,20.4800,True,True,kea3
fluc,2019-07-31,2019-07-31,tray2,25,diy_data\pimframes\fluc-20190731-tray2-25.tif,Fp,t220_ALon,8,25.0612,0.1783,2.2118,0.0978,1.8236,11.7600,True,True,kea3
fluc,2019-07-31,2019-07-31,tray2,26,diy_data\pimframes\fluc-20190731-tray2-26.tif,Fmp,t220_ALon,0,38.5503,0.1611,1.7379,0.0716,0.7311,24.6400,True,True,wt
fluc,2019-07-31,2019-07-31,tray2,26,diy_data\pimframes\fluc-20190731-tray2-26.tif,Fmp,t220_ALon,1,42.8830,0.1873,1.6366,0.0840,0.8715,31.1200,True,True,stn7
fluc,2019-07-31,2019-07-31,tray2,26,diy_data\pimframes\fluc-20190731-tray2-26.tif,Fmp,t220_ALon,2,42.6718,0.1928,1.6811,0.0663,1.0558,26.2000,True,True,stn7
fluc,2019-07-31,2019-07-31,tray2,26,diy_data\pimframes\fluc-20190731-tray2-26.tif,Fmp,t220_ALon,3,42.8370,0.1608,1.7126,0.0741,0.5585,32.6400,True,True,wt
fluc,2019-07-31,2019-07-31,tray2,26,diy_data\pimframes\fluc-20190731-tray2-26.tif,Fmp,t220_ALon,4,37.1852,0.1532,1.6963,0.0728,1.0198,18.3600,True,True,vccn1
fluc,2019-07-31,2019-07-31,tray2,26,diy_data\pimframes\fluc-20190731-tray2-26.tif,Fmp,t220_ALon,5,43.1774,0.1796,1.5348,0.0714,0.4957,29.7600,True,True,vccn1
fluc,2019-07-31,2019-07-31,tray2,26,diy_data\pimframes\fluc-20190731-tray2-26.tif,Fmp,t220_ALon,6,nan,nan,nan,nan,nan,0.0000,nan,True,nan
fluc,2019-07-31,2019-07-31,tray2,26,diy_data\pimframes\fluc-20190731-tray2-26.tif,Fmp,t220_ALon,7,37.0000,0.1663,1.9122,0.0935,1.3103,20.4800,True,True,kea3
fluc,2019-07-31,2019-07-31,tray2,26,diy_data\pimframes\fluc-20190731-tray2-26.tif,Fmp,t220_ALon,8,30.5476,0.1783,2.2118,0.0978,1.8236,11.7600,True,True,kea3
fluc,2019-07-31,2019-07-31,tray2,27,diy_data\pimframes\fluc-20190731-tray2-27.tif,Fp,t240_ALon,0,31.2175,0.1818,1.7730,0.0795,0.8056,24.6400,True,True,wt
fluc,2019-07-31,2019-07-31,tray2,27,diy_data\pimframes\fluc-20190731-tray2-27.tif,Fp,t240_ALon,1,34.1465,0.2037,1.6023,0.0771,0.6224,31.1200,True,True,stn7
fluc,2019-07-31,2019-07-31,tray2,27,diy_data\pimframes\fluc-20190731-tray2-27.tif,Fp,t240_ALon,2,33.5176,0.2154,1.6137,0.0668,0.5072,26.2000,True,True,stn7
fluc,2019-07-31,2019-07-31,tray2,27,diy_data\pimframes\fluc-20190731-tray2-27.tif,Fp,t240_ALon,3,34.7672,0.1779,1.7657,0.0834,0.6638,32.6400,True,True,wt
fluc,2019-07-31,2019-07-31,tray2,27,diy_data\pimframes\fluc-20190731-tray2-27.tif,Fp,t240_ALon,4,30.6340,0.1737,1.6933,0.0825,0.9649,18.3600,True,True,vccn1
fluc,2019-07-31,2019-07-31,tray2,27,diy_data\pimframes\fluc-20190731-tray2-27.tif,Fp,t240_ALon,5,34.7876,0.1936,1.5500,0.0685,0.5431,29.7600,True,True,vccn1
fluc,2019-07-31,2019-07-31,tray2,27,diy_data\pimframes\fluc-20190731-tray2-27.tif,Fp,t240_ALon,6,nan,nan,nan,nan,nan,0.0000,nan,True,nan
fluc,2019-07-31,2019-07-31,tray2,27,diy_data\pimframes\fluc-20190731-tray2-27.tif,Fp,t240_ALon,7,30.4453,0.1693,1.8989,0.0802,0.9534,20.4800,True,True,kea3
fluc,2019-07-31,2019-07-31,tray2,27,diy_data\pimframes\fluc-20190731-tray2-27.tif,Fp,t240_ALon,8,24.5136,0.2056,2.0508,0.1019,0.7873,11.7600,True,True,kea3
fluc,2019-07-31,2019-07-31,tray2,28,diy_data\pimframes\fluc-20190731-tray2-28.tif,Fmp,t240_ALon,0,38.2744,0.1818,1.7730,0.0795,0.8056,24.6400,True,True,wt
fluc,2019-07-31,2019-07-31,tray2,28,diy_data\pimframes\fluc-20190731-tray2-28.tif,Fmp,t240_ALon,1,43.1645,0.2037,1.6023,0.0771,0.6224,31.1200,True,True,stn7
fluc,2019-07-31,2019-07-31,tray2,28,diy_data\pimframes\fluc-20190731-tray2-28.tif,Fmp,t240_ALon,2,42.7740,0.2154,1.6137,0.0668,0.5072,26.2000,True,True,stn7
fluc,2019-07-31,2019-07-31,tray2,28,diy_data\pimframes\fluc-20190731-tray2-28.tif,Fmp,t240_ALon,3,42.2672,0.1779,1.7657,0.0834,0.6638,32.6400,True,True,wt
fluc,2019-07-31,2019-07-31,tray2,28,diy_data\pimframes\fluc-20190731-tray2-28.tif,Fmp,t240_ALon,4,37.2832,0.1737,1.6933,0.0825,0.9649,18.3600,True,True,vccn1
fluc,2019-07-31,2019-07-31,tray2,28,diy_data\pimframes\fluc-20190731-tray2-28.tif,Fmp,t240_ALon,5,43.2392,0.1936,1.5500,0.0685,0.5431,29.7600,True,True,vccn1
fluc,2019-07-31,2019-07-31,tray2,28,diy_data\pimframes\fluc-20190731-tray2-28.tif,Fmp,t240_ALon,6,nan,nan,nan,nan,nan,0.0000,nan,True,nan
fluc,2019-07-31,2019-07-31,tray2,28,diy_data\pimframes\fluc-20190731-tray2-28.tif,Fmp,t240_ALon,7,36.6074,0.1693,1.8989,0.0802,0.9534,20.4800,True,True,kea3
fluc,2019-07-31,2019-07-31,tray2,28,diy_data\pimframes\fluc-20190731-tray2-28.tif,Fmp,t240_ALon,8,30.8129,0.2056,2.0508,0.1019,0.7873,11.7600,True,True,kea3
fluc,2019-07-31,2019-07-31,tray2,29,diy_data\pimframes\fluc-20190731-tray2-29.tif,Fp,t260_ALon,0,30.3929,0.1858,1.9047,0.0801,1.4060,24.6400,True,True,wt
fluc,2019-07-31,2019-07-31,tray2,29,diy_data\pimframes\fluc-20190731-tray2-29.tif,Fp,t260_ALon,1,33.4666,0.2131,1.6319,0.0856,0.6930,31.1200,True,True,stn7
fluc,2019-07-31,2019-07-31,tray2,29,diy_data\pimframes\fluc-20190731-tray2-29.tif,Fp,t260_ALon,2,32.7527,0.2203,1.6949,0.0762,1.0860,26.2000,True,True,stn7
fluc,2019-07-31,2019-07-31,tray2,29,diy_data\pimframes\fluc-20190731-tray2-29.tif,Fp,t260_ALon,3,33.7733,0.1861,1.7997,0.0773,0.5962,32.6400,True,True,wt
fluc,2019-07-31,2019-07-31,tray2,29,diy_data\pimframes\fluc-20190731-tray2-29.tif,Fp,t260_ALon,4,29.8736,0.1824,1.7259,0.0898,0.8500,18.3600,True,True,vccn1
fluc,2019-07-31,2019-07-31,tray2,29,diy_data\pimframes\fluc-20190731-tray2-29.tif,Fp,t260_ALon,5,33.7661,0.1999,1.6150,0.0671,0.5601,29.7600,True,True,vccn1
fluc,2019-07-31,2019-07-31,tray2,29,diy_data\pimframes\fluc-20190731-tray2-29.tif,Fp,t260_ALon,6,nan,nan,nan,nan,nan,0.0000,nan,True,nan
fluc,2019-07-31,2019-07-31,tray2,29,diy_data\pimframes\fluc-20190731-tray2-29.tif,Fp,t260_ALon,7,29.5449,0.1760,2.0155,0.0767,1.5154,20.4800,True,True,kea3
fluc,2019-07-31,2019-07-31,tray2,29,diy_data\pimframes\fluc-20190731-tray2-29.tif,Fp,t260_ALon,8,23.9762,0.2229,2.1078,0.1026,1.1236,11.7600,True,True,kea3
fluc,2019-07-31,2019-07-31,tray2,30,diy_data\pimframes\fluc-20190731-tray2-30.tif,Fmp,t260_ALon,0,37.4545,0.1858,1.9047,0.0801,1.4060,24.6400,True,True,wt
fluc,2019-07-31,2019-07-31,tray2,30,diy_data\pimframes\fluc-20190731-tray2-30.tif,Fmp,t260_ALon,1,42.7532,0.2131,1.6319,0.0856,0.6930,31.1200,True,True,stn7
fluc,2019-07-31,2019-07-31,tray2,30,diy_data\pimframes\fluc-20190731-tray2-30.tif,Fmp,t260_ALon,2,42.1359,0.2203,1.6949,0.0762,1.0860,26.2000,True,True,stn7
fluc,2019-07-31,2019-07-31,tray2,30,diy_data\pimframes\fluc-20190731-tray2-30.tif,Fmp,t260_ALon,3,41.5110,0.1861,1.7997,0.0773,0.5962,32.6400,True,True,wt
fluc,2019-07-31,2019-07-31,tray2,30,diy_data\pimframes\fluc-20190731-tray2-30.tif,Fmp,t260_ALon,4,36.6362,0.1824,1.7259,0.0898,0.8500,18.3600,True,True,vccn1
fluc,2019-07-31,2019-07-31,tray2,30,diy_data\pimframes\fluc-20190731-tray2-30.tif,Fmp,t260_ALon,5,42.3737,0.1999,1.6150,0.0671,0.5601,29.7600,True,True,vccn1
fluc,2019-07-31,2019-07-31,tray2,30,diy_data\pimframes\fluc-20190731-tray2-30.tif,Fmp,t260_ALon,6,nan,nan,nan,nan,nan,0.0000,nan,True,nan
fluc,2019-07-31,2019-07-31,tray2,30,diy_data\pimframes\fluc-20190731-tray2-30.tif,Fmp,t260_ALon,7,35.9883,0.1760,2.0155,0.0767,1.5154,20.4800,True,True,kea3
fluc,2019-07-31,2019-07-31,tray2,30,diy_data\pimframes\fluc-20190731-tray2-30.tif,Fmp,t260_ALon,8,30.7891,0.2229,2.1078,0.1026,1.1236,11.7600,True,True,kea3
fluc,2019-07-31,2019-07-31,tray2,31,diy_data\pimframes\fluc-20190731-tray2-31.tif,Fp,t280_ALon,0,29.3831,0.2001,1.8850,0.0834,0.8474,24.6400,True,True,wt
fluc,2019-07-31,2019-07-31,tray2,31,diy_data\pimframes\fluc-20190731-tray2-31.tif,Fp,t280_ALon,1,32.5861,0.2228,1.6670,0.0806,0.7701,31.1200,True,True,stn7
fluc,2019-07-31,2019-07-31,tray2,31,diy_data\pimframes\fluc-20190731-tray2-31.tif,Fp,t280_ALon,2,31.9969,0.2283,1.6898,0.0757,0.5548,26.2000,True,True,stn7
