treatment,date,jobdate,sampleid,imageid,filename,frame,parameter,roi,frame_avg,yii_avg,npq_avg,yii_std,npq_std,plantarea,obj_in_frame,unique_roi,gtype,idate,measurement
fluc,2019-08-08,2019-08-08,tray2,22,diy_data\pimframes\fluc-20190808-tray2-22.tif,Fmp,t180_ALon,3,27.1266,0.2184,1.8296,0.1259,0.7593,167.335,TRUE,TRUE,WT,9,IndC
fluc,2019-08-08,2019-08-08,tray2,22,diy_data\pimframes\fluc-20190808-tray2-22.tif,Fmp,t180_ALon,4,22.7768,0.1697,1.8782,0.128,0.5908,136.0975,TRUE,TRUE,VCCN1,9,IndC
fluc,2019-08-08,2019-08-08,tray2,22,diy_data\pimframes\fluc-20190808-tray2-22.tif,Fmp,t180_ALon,5,25.2783,0.1825,1.7385,0.1299,0.743,230.1775,TRUE,TRUE,VCCN1,9,IndC
fluc,2019-08-08,2019-08-08,tray2,22,diy_data\pimframes\fluc-20190808-tray2-22.tif,Fmp,t180_ALon,7,20.0385,0.1803,2.7761,0.1349,0.867,171.745,TRUE,TRUE,KEA3,9,IndC
fluc,2019-08-08,2019-08-08,tray2,22,diy_data\pimframes\fluc-20190808-tray2-22.tif,Fmp,t180_ALon,8,20.1894,0.2196,2.7222,0.1298,0.8456,102.165,TRUE,TRUE,KEA3,9,IndC
fluc,2019-08-08,2019-08-08,tray2,23,diy_data\pimframes\fluc-20190808-tray2-23.tif,Fp,t200_ALon,0,20.3612,0.2071,1.7584,0.1402,0.9559,187.5475,TRUE,TRUE,WT,9,IndC
fluc,2019-08-08,2019-08-08,tray2,23,diy_data\pimframes\fluc-20190808-tray2-23.tif,Fp,t200_ALon,1,28.4149,0.0538,1.265,0.0778,0.4666,177.7475,TRUE,TRUE,STN7,9,IndC
fluc,2019-08-08,2019-08-08,tray2,23,diy_data\pimframes\fluc-20190808-tray2-23.tif,Fp,t200_ALon,2,28.4356,0.0679,1.4446,0.0917,0.766,156.9225,TRUE,TRUE,STN7,9,IndC
fluc,2019-08-08,2019-08-08,tray2,23,diy_data\pimframes\fluc-20190808-tray2-23.tif,Fp,t200_ALon,3,21.8302,0.2288,1.7065,0.1266,0.7852,167.335,TRUE,TRUE,WT,9,IndC
fluc,2019-08-08,2019-08-08,tray2,23,diy_data\pimframes\fluc-20190808-tray2-23.tif,Fp,t200_ALon,4,19.5239,0.1745,1.7924,0.1266,0.6192,136.0975,TRUE,TRUE,VCCN1,9,IndC
fluc,2019-08-08,2019-08-08,tray2,23,diy_data\pimframes\fluc-20190808-tray2-23.tif,Fp,t200_ALon,5,21.3028,0.1922,1.631,0.1329,0.7043,230.1775,TRUE,TRUE,VCCN1,9,IndC
fluc,2019-08-08,2019-08-08,tray2,23,diy_data\pimframes\fluc-20190808-tray2-23.tif,Fp,t200_ALon,7,16.6769,0.1878,2.73,0.1359,0.9169,171.745,TRUE,TRUE,KEA3,9,IndC
fluc,2019-08-08,2019-08-08,tray2,23,diy_data\pimframes\fluc-20190808-tray2-23.tif,Fp,t200_ALon,8,15.8897,0.2288,2.694,0.1296,0.937,102.165,TRUE,TRUE,KEA3,9,IndC
fluc,2019-08-08,2019-08-08,tray2,24,diy_data\pimframes\fluc-20190808-tray2-24.tif,Fmp,t200_ALon,0,25.6088,0.2071,1.7584,0.1402,0.9559,187.5475,TRUE,TRUE,WT,9,IndC
fluc,2019-08-08,2019-08-08,tray2,24,diy_data\pimframes\fluc-20190808-tray2-24.tif,Fmp,t200_ALon,1,29.1654,0.0538,1.265,0.0778,0.4666,177.7475,TRUE,TRUE,STN7,9,IndC
fluc,2019-08-08,2019-08-08,tray2,24,diy_data\pimframes\fluc-20190808-tray2-24.tif,Fmp,t200_ALon,2,29.6097,0.0679,1.4446,0.0917,0.766,156.9225,TRUE,TRUE,STN7,9,IndC
fluc,2019-08-08,2019-08-08,tray2,24,diy_data\pimframes\fluc-20190808-tray2-24.tif,Fmp,t200_ALon,3,28.3975,0.2288,1.7065,0.1266,0.7852,167.335,TRUE,TRUE,WT,9,IndC
fluc,2019-08-08,2019-08-08,tray2,24,diy_data\pimframes\fluc-20190808-tray2-24.tif,Fmp,t200_ALon,4,23.6364,0.1745,1.7924,0.1266,0.6192,136.0975,TRUE,TRUE,VCCN1,9,IndC
fluc,2019-08-08,2019-08-08,tray2,24,diy_data\pimframes\fluc-20190808-tray2-24.tif,Fmp,t200_ALon,5,26.3199,0.1922,1.631,0.1329,0.7043,230.1775,TRUE,TRUE,VCCN1,9,IndC
fluc,2019-08-08,2019-08-08,tray2,24,diy_data\pimframes\fluc-20190808-tray2-24.tif,Fmp,t200_ALon,7,20.3153,0.1878,2.73,0.1359,0.9169,171.745,TRUE,TRUE,KEA3,9,IndC
fluc,2019-08-08,2019-08-08,tray2,24,diy_data\pimframes\fluc-20190808-tray2-24.tif,Fmp,t200_ALon,8,20.5204,0.2288,2.694,0.1296,0.937,102.165,TRUE,TRUE,KEA3,9,IndC
fluc,2019-08-08,2019-08-08,tray2,25,diy_data\pimframes\fluc-20190808-tray2-25.tif,Fp,t220_ALon,0,20.7753,0.2148,1.6659,0.1412,0.8265,187.5475,TRUE,TRUE,WT,9,IndC
fluc,2019-08-08,2019-08-08,tray2,25,diy_data\pimframes\fluc-20190808-tray2-25.tif,Fp,t220_ALon,1,28.7981,0.0529,1.2388,0.0766,0.4041,177.7475,TRUE,TRUE,STN7,9,IndC
fluc,2019-08-08,2019-08-08,tray2,25,diy_data\pimframes\fluc-20190808-tray2-25.tif,Fp,t220_ALon,2,28.929,0.0645,1.4007,0.0889,0.6084,156.9225,TRUE,TRUE,STN7,9,IndC
fluc,2019-08-08,2019-08-08,tray2,25,diy_data\pimframes\fluc-20190808-tray2-25.tif,Fp,t220_ALon,3,22.4114,0.2313,1.6366,0.1269,0.8615,167.335,TRUE,TRUE,WT,9,IndC
fluc,2019-08-08,2019-08-08,tray2,25,diy_data\pimframes\fluc-20190808-tray2-25.tif,Fp,t220_ALon,4,19.9847,0.1749,1.7456,0.1273,0.7594,136.0975,TRUE,TRUE,VCCN1,9,IndC
fluc,2019-08-08,2019-08-08,tray2,25,diy_data\pimframes\fluc-20190808-tray2-25.tif,Fp,t220_ALon,5,21.7328,0.1962,1.5747,0.1318,0.831,230.1775,TRUE,TRUE,VCCN1,9,IndC
fluc,2019-08-08,2019-08-08,tray2,25,diy_data\pimframes\fluc-20190808-tray2-25.tif,Fp,t220_ALon,7,16.5521,0.2049,2.7257,0.1446,1.2184,171.745,TRUE,TRUE,KEA3,9,IndC
fluc,2019-08-08,2019-08-08,tray2,25,diy_data\pimframes\fluc-20190808-tray2-25.tif,Fp,t220_ALon,8,15.9808,0.236,2.6169,0.1283,0.8041,102.165,TRUE,TRUE,KEA3,9,IndC
fluc,2019-08-08,2019-08-08,tray2,26,diy_data\pimframes\fluc-20190808-tray2-26.tif,Fmp,t220_ALon,0,26.356,0.2148,1.6659,0.1412,0.8265,187.5475,TRUE,TRUE,WT,9,IndC
fluc,2019-08-08,2019-08-08,tray2,26,diy_data\pimframes\fluc-20190808-tray2-26.tif,Fmp,t220_ALon,1,29.4755,0.0529,1.2388,0.0766,0.4041,177.7475,TRUE,TRUE,STN7,9,IndC
fluc,2019-08-08,2019-08-08,tray2,26,diy_data\pimframes\fluc-20190808-tray2-26.tif,Fmp,t220_ALon,2,30.0773,0.0645,1.4007,0.0889,0.6084,156.9225,TRUE,TRUE,STN7,9,IndC
fluc,2019-08-08,2019-08-08,tray2,26,diy_data\pimframes\fluc-20190808-tray2-26.tif,Fmp,t220_ALon,3,29.3126,0.2313,1.6366,0.1269,0.8615,167.335,TRUE,TRUE,WT,9,IndC
fluc,2019-08-08,2019-08-08,tray2,26,diy_data\pimframes\fluc-20190808-tray2-26.tif,Fmp,t220_ALon,4,24.1899,0.1749,1.7456,0.1273,0.7594,136.0975,TRUE,TRUE,VCCN1,9,IndC
fluc,2019-08-08,2019-08-08,tray2,26,diy_data\pimframes\fluc-20190808-tray2-26.tif,Fmp,t220_ALon,5,26.9771,0.1962,1.5747,0.1318,0.831,230.1775,TRUE,TRUE,VCCN1,9,IndC
fluc,2019-08-08,2019-08-08,tray2,26,diy_data\pimframes\fluc-20190808-tray2-26.tif,Fmp,t220_ALon,7,20.6027,0.2049,2.7257,0.1446,1.2184,171.745,TRUE,TRUE,KEA3,9,IndC
fluc,2019-08-08,2019-08-08,tray2,26,diy_data\pimframes\fluc-20190808-tray2-26.tif,Fmp,t220_ALon,8,20.7542,0.236,2.6169,0.1283,0.8041,102.165,TRUE,TRUE,KEA3,9,IndC
fluc,2019-08-08,2019-08-08,tray2,27,diy_data\pimframes\fluc-20190808-tray2-27.tif,Fp,t240_ALon,0,20.985,0.219,1.6187,0.1414,0.8173,187.5475,TRUE,TRUE,WT,9,IndC
fluc,2019-08-08,2019-08-08,tray2,27,diy_data\pimframes\fluc-20190808-tray2-27.tif,Fp,t240_ALon,1,29.0868,0.0536,1.2121,0.0771,0.4283,177.7475,TRUE,TRUE,STN7,9,IndC
fluc,2019-08-08,2019-08-08,tray2,27,diy_data\pimframes\fluc-20190808-tray2-27.tif,Fp,t240_ALon,2,29.3614,0.0645,1.3516,0.0938,0.4856,156.9225,TRUE,TRUE,STN7,9,IndC
fluc,2019-08-08,2019-08-08,tray2,27,diy_data\pimframes\fluc-20190808-tray2-27.tif,Fp,t240_ALon,3,22.7291,0.2375,1.5699,0.1281,0.6336,167.335,TRUE,TRUE,WT,9,IndC
fluc,2019-08-08,2019-08-08,tray2,27,diy_data\pimframes\fluc-20190808-tray2-27.tif,Fp,t240_ALon,4,20.2907,0.1797,1.6894,0.1277,0.7376,136.0975,TRUE,TRUE,VCCN1,9,IndC
fluc,2019-08-08,2019-08-08,tray2,27,diy_data\pimframes\fluc-20190808-tray2-27.tif,Fp,t240_ALon,5,22.1155,0.1982,1.5374,0.1356,0.8326,230.1775,TRUE,TRUE,VCCN1,9,IndC
fluc,2019-08-08,2019-08-08,tray2,27,diy_data\pimframes\fluc-20190808-tray2-27.tif,Fp,t240_ALon,7,16.5392,0.2108,2.6719,0.1415,1.0423,171.745,TRUE,TRUE,KEA3,9,IndC
fluc,2019-08-08,2019-08-08,tray2,27,diy_data\pimframes\fluc-20190808-tray2-27.tif,Fp,t240_ALon,8,15.976,0.2461,2.5965,0.131,0.8119,102.165,TRUE,TRUE,KEA3,9,IndC
fluc,2019-08-08,2019-08-08,tray2,28,diy_data\pimframes\fluc-20190808-tray2-28.tif,Fmp,t240_ALon,0,26.8184,0.219,1.6187,0.1414,0.8173,187.5475,TRUE,TRUE,WT,9,IndC
fluc,2019-08-08,2019-08-08,tray2,28,diy_data\pimframes\fluc-20190808-tray2-28.tif,Fmp,t240_ALon,1,29.9311,0.0536,1.2121,0.0771,0.4283,177.7475,TRUE,TRUE,STN7,9,IndC
fluc,2019-08-08,2019-08-08,tray2,28,diy_data\pimframes\fluc-20190808-tray2-28.tif,Fmp,t240_ALon,2,30.5113,0.0645,1.3516,0.0938,0.4856,156.9225,TRUE,TRUE,STN7,9,IndC
fluc,2019-08-08,2019-08-08,tray2,28,diy_data\pimframes\fluc-20190808-tray2-28.tif,Fmp,t240_ALon,3,30.0117,0.2375,1.5699,0.1281,0.6336,167.335,TRUE,TRUE,WT,9,IndC
fluc,2019-08-08,2019-08-08,tray2,28,diy_data\pimframes\fluc-20190808-tray2-28.tif,Fmp,t240_ALon,4,24.748,0.1797,1.6894,0.1277,0.7376,136.0975,TRUE,TRUE,VCCN1,9,IndC
fluc,2019-08-08,2019-08-08,tray2,28,diy_data\pimframes\fluc-20190808-tray2-28.tif,Fmp,t240_ALon,5,27.5221,0.1982,1.5374,0.1356,0.8326,230.1775,TRUE,TRUE,VCCN1,9,IndC
fluc,2019-08-08,2019-08-08,tray2,28,diy_data\pimframes\fluc-20190808-tray2-28.tif,Fmp,t240_ALon,7,20.7853,0.2108,2.6719,0.1415,1.0423,171.745,TRUE,TRUE,KEA3,9,IndC
fluc,2019-08-08,2019-08-08,tray2,28,diy_data\pimframes\fluc-20190808-tray2-28.tif,Fmp,t240_ALon,8,20.9844,0.2461,2.5965,0.131,0.8119,102.165,TRUE,TRUE,KEA3,9,IndC
fluc,2019-08-08,2019-08-08,tray2,29,diy_data\pimframes\fluc-20190808-tray2-29.tif,Fp,t260_ALon,0,21.098,0.232,1.597,0.1483,1.1075,187.5475,TRUE,TRUE,WT,9,IndC
fluc,2019-08-08,2019-08-08,tray2,29,diy_data\pimframes\fluc-20190808-tray2-29.tif,Fp,t260_ALon,1,29.2915,0.0506,1.2167,0.0756,0.5771,177.7475,TRUE,TRUE,STN7,9,IndC
fluc,2019-08-08,2019-08-08,tray2,29,diy_data\pimframes\fluc-20190808-tray2-29.tif,Fp,t260_ALon,2,29.6503,0.066,1.3434,0.0934,0.7421,156.9225,TRUE,TRUE,STN7,9,IndC
fluc,2019-08-08,2019-08-08,tray2,29,diy_data\pimframes\fluc-20190808-tray2-29.tif,Fp,t260_ALon,3,22.91,0.2507,1.5383,0.1312,0.8313,167.335,TRUE,TRUE,WT,9,IndC
fluc,2019-08-08,2019-08-08,tray2,29,diy_data\pimframes\fluc-20190808-tray2-29.tif,Fp,t260_ALon,4,20.4842,0.1848,1.6559,0.1314,0.9611,136.0975,TRUE,TRUE,VCCN1,9,IndC
fluc,2019-08-08,2019-08-08,tray2,29,diy_data\pimframes\fluc-20190808-tray2-29.tif,Fp,t260_ALon,5,22.2906,0.2024,1.499,0.1386,0.7031,230.1775,TRUE,TRUE,VCCN1,9,IndC
fluc,2019-08-08,2019-08-08,tray2,29,diy_data\pimframes\fluc-20190808-tray2-29.tif,Fp,t260_ALon,7,16.6748,0.2091,2.651,0.1423,0.9891,171.745,TRUE,TRUE,KEA3,9,IndC
fluc,2019-08-08,2019-08-08,tray2,29,diy_data\pimframes\fluc-20190808-tray2-29.tif,Fp,t260_ALon,8,16.0444,0.2535,2.5738,0.1336,0.9539,102.165,TRUE,TRUE,KEA3,9,IndC
fluc,2019-08-08,2019-08-08,tray2,30,diy_data\pimframes\fluc-20190808-tray2-30.tif,Fmp,t260_ALon,0,27.3566,0.232,1.597,0.1483,1.1075,187.5475,TRUE,TRUE,WT,9,IndC
fluc,2019-08-08,2019-08-08,tray2,30,diy_data\pimframes\fluc-20190808-tray2-30.tif,Fmp,t260_ALon,1,29.9586,0.0506,1.2167,0.0756,0.5771,177.7475,TRUE,TRUE,STN7,9,IndC
fluc,2019-08-08,2019-08-08,tray2,30,diy_data\pimframes\fluc-20190808-tray2-30.tif,Fmp,t260_ALon,2,30.9149,0.066,1.3434,0.0934,0.7421,156.9225,TRUE,TRUE,STN7,9,IndC
fluc,2019-08-08,2019-08-08,tray2,30,diy_data\pimframes\fluc-20190808-tray2-30.tif,Fmp,t260_ALon,3,30.6362,0.2507,1.5383,0.1312,0.8313,167.335,TRUE,TRUE,WT,9,IndC
fluc,2019-08-08,2019-08-08,tray2,30,diy_data\pimframes\fluc-20190808-tray2-30.tif,Fmp,t260_ALon,4,25.162,0.1848,1.6559,0.1314,0.9611,136.0975,TRUE,TRUE,VCCN1,9,IndC
fluc,2019-08-08,2019-08-08,tray2,30,diy_data\pimframes\fluc-20190808-tray2-30.tif,Fmp,t260_ALon,5,27.8643,0.2024,1.499,0.1386,0.7031,230.1775,TRUE,TRUE,VCCN1,9,IndC
fluc,2019-08-08,2019-08-08,tray2,30,diy_data\pimframes\fluc-20190808-tray2-30.tif,Fmp,t260_ALon,7,20.9351,0.2091,2.651,0.1423,0.9891,171.745,TRUE,TRUE,KEA3,9,IndC
fluc,2019-08-08,2019-08-08,tray2,30,diy_data\pimframes\fluc-20190808-tray2-30.tif,Fmp,t260_ALon,8,21.3465,0.2535,2.5738,0.1336,0.9539,102.165,TRUE,TRUE,KEA3,9,IndC
fluc,2019-08-08,2019-08-08,tray2,31,diy_data\pimframes\fluc-20190808-tray2-31.tif,Fp,t280_ALon,0,21.1822,0.2289,1.5864,0.146,0.9358,187.5475,TRUE,TRUE,WT,9,IndC
fluc,2019-08-08,2019-08-08,tray2,31,diy_data\pimframes\fluc-20190808-tray2-31.tif,Fp,t280_ALon,1,29.4969,0.0556,1.1909,0.0765,0.5656,177.7475,TRUE,TRUE,STN7,9,IndC
fluc,2019-08-08,2019-08-08,tray2,31,diy_data\pimframes\fluc-20190808-tray2-31.tif,Fp,t280_ALon,2,29.9532,0.0657,1.3212,0.0858,0.6653,156.9225,TRUE,TRUE,STN7,9,IndC
fluc,2019-08-08,2019-08-08,tray2,31,diy_data\pimframes\fluc-20190808-tray2-31.tif,Fp,t280_ALon,3,23.1127,0.2528,1.506,0.1343,1.0094,167.335,TRUE,TRUE,WT,9,IndC
fluc,2019-08-08,2019-08-08,tray2,31,diy_data\pimframes\fluc-20190808-tray2-31.tif,Fp,t280_ALon,4,20.7003,0.1865,1.6198,0.1304,0.7922,136.0975,TRUE,TRUE,VCCN1,9,IndC
fluc,2019-08-08,2019-08-08,tray2,31,diy_data\pimframes\fluc-20190808-tray2-31.tif,Fp,t280_ALon,5,22.3805,0.2114,1.4755,0.137,0.8148,230.1775,TRUE,TRUE,VCCN1,9,IndC
fluc,2019-08-08,2019-08-08,tray2,31,diy_data\pimframes\fluc-20190808-tray2-31.tif,Fp,t280_ALon,7,16.5792,0.2219,2.6406,0.1419,1.2236,171.745,TRUE,TRUE,KEA3,9,IndC
fluc,2019-08-08,2019-08-08,tray2,31,diy_data\pimframes\fluc-20190808-tray2-31.tif,Fp,t280_ALon,8,16,0.2613,2.5423,0.1338,1.0441,102.165,TRUE,TRUE,KEA3,9,IndC
fluc,2019-08-08,2019-08-08,tray2,32,diy_data\pimframes\fluc-20190808-tray2-32.tif,Fmp,t280_ALon,0,27.5016,0.2289,1.5864,0.146,0.9358,187.5475,TRUE,TRUE,WT,9,IndC
fluc,2019-08-08,2019-08-08,tray2,32,diy_data\pimframes\fluc-20190808-tray2-32.tif,Fmp,t280_ALon,1,30.4087,0.0556,1.1909,0.0765,0.5656,177.7475,TRUE,TRUE,STN7,9,IndC
fluc,2019-08-08,2019-08-08,tray2,32,diy_data\pimframes\fluc-20190808-tray2-32.tif,Fmp,t280_ALon,2,31.3404,0.0657,1.3212,0.0858,0.6653,156.9225,TRUE,TRUE,STN7,9,IndC
fluc,2019-08-08,2019-08-08,tray2,32,diy_data\pimframes\fluc-20190808-tray2-32.tif,Fmp,t280_ALon,3,31.0586,0.2528,1.506,0.1343,1.0094,167.335,TRUE,TRUE,WT,9,IndC
fluc,2019-08-08,2019-08-08,tray2,32,diy_data\pimframes\fluc-20190808-tray2-32.tif,Fmp,t280_ALon,4,25.4527,0.1865,1.6198,0.1304,0.7922,136.0975,TRUE,TRUE,VCCN1,9,IndC
fluc,2019-08-08,2019-08-08,tray2,32,diy_data\pimframes\fluc-20190808-tray2-32.tif,Fmp,t280_ALon,5,28.3497,0.2114,1.4755,0.137,0.8148,230.1775,TRUE,TRUE,VCCN1,9,IndC
fluc,2019-08-08,2019-08-08,tray2,32,diy_data\pimframes\fluc-20190808-tray2-32.tif,Fmp,t280_ALon,7,21.266,0.2219,2.6406,0.1419,1.2236,171.745,TRUE,TRUE,KEA3,9,IndC
fluc,2019-08-08,2019-08-08,tray2,32,diy_data\pimframes\fluc-20190808-tray2-32.tif,Fmp,t280_ALon,8,21.5372,0.2613,2.5423,0.1338,1.0441,102.165,TRUE,TRUE,KEA3,9,IndC
fluc,2019-08-08,2019-08-08,tray2,33,diy_data\pimframes\fluc-20190808-tray2-33.tif,Fp,t300_ALon,0,21.1718,0.2329,1.5737,0.147,0.9599,187.5475,TRUE,TRUE,WT,9,IndC
fluc,2019-08-08,2019-08-08,tray2,33,diy_data\pimframes\fluc-20190808-tray2-33.tif,Fp,t300_ALon,1,29.4631,0.0586,1.1946,0.0836,0.7394,177.7475,TRUE,TRUE,STN7,9,IndC
fluc,2019-08-08,2019-08-08,tray2,33,diy_data\pimframes\fluc-20190808-tray2-33.tif,Fp,t300_ALon,2,30.1069,0.0669,1.3135,0.091,0.7664,156.9225,TRUE,TRUE,STN7,9,IndC
fluc,2019-08-08,2019-08-08,tray2,33,diy_data\pimframes\fluc-20190808-tray2-33.tif,Fp,t300_ALon,3,23.1406,0.2561,1.4709,0.1296,0.6584,167.335,TRUE,TRUE,WT,9,IndC
fluc,2019-08-08,2019-08-08,tray2,33,diy_data\pimframes\fluc-20190808-tray2-33.tif,Fp,t300_ALon,4,20.6904,0.1893,1.5918,0.1266,0.7259,136.0975,TRUE,TRUE,VCCN1,9,IndC
fluc,2019-08-08,2019-08-08,tray2,33,diy_data\pimframes\fluc-20190808-tray2-33.tif,Fp,t300_ALon,5,22.4348,0.2133,1.462,0.1379,0.8706,230.1775,TRUE,TRUE,VCCN1,9,IndC
fluc,2019-08-08,2019-08-08,tray2,33,diy_data\pimframes\fluc-20190808-tray2-33.tif,Fp,t300_ALon,7,16.5735,0.2282,2.6022,0.1475,1.1077,171.745,TRUE,TRUE,KEA3,9,IndC
fluc,2019-08-08,2019-08-08,tray2,33,diy_data\pimframes\fluc-20190808-tray2-33.tif,Fp,t300_ALon,8,16.018,0.2678,2.4805,0.1363,0.9535,102.165,TRUE,TRUE,KEA3,9,IndC
fluc,2019-08-08,2019-08-08,tray2,34,diy_data\pimframes\fluc-20190808-tray2-34.tif,Fmp,t300_ALon,0,27.6061,0.2329,1.5737,0.147,0.9599,187.5475,TRUE,TRUE,WT,9,IndC
fluc,2019-08-08,2019-08-08,tray2,34,diy_data\pimframes\fluc-20190808-tray2-34.tif,Fmp,t300_ALon,1,30.4921,0.0586,1.1946,0.0836,0.7394,177.7475,TRUE,TRUE,STN7,9,IndC
fluc,2019-08-08,2019-08-08,tray2,34,diy_data\pimframes\fluc-20190808-tray2-34.tif,Fmp,t300_ALon,2,31.4754,0.0669,1.3135,0.091,0.7664,156.9225,TRUE,TRUE,STN7,9,IndC
fluc,2019-08-08,2019-08-08,tray2,34,diy_data\pimframes\fluc-20190808-tray2-34.tif,Fmp,t300_ALon,3,31.2884,0.2561,1.4709,0.1296,0.6584,167.335,TRUE,TRUE,WT,9,IndC
fluc,2019-08-08,2019-08-08,tray2,34,diy_data\pimframes\fluc-20190808-tray2-34.tif,Fmp,t300_ALon,4,25.6382,0.1893,1.5918,0.1266,0.7259,136.0975,TRUE,TRUE,VCCN1,9,IndC
fluc,2019-08-08,2019-08-08,tray2,34,diy_data\pimframes\fluc-20190808-tray2-34.tif,Fmp,t300_ALon,5,28.5311,0.2133,1.462,0.1379,0.8706,230.1775,TRUE,TRUE,VCCN1,9,IndC
fluc,2019-08-08,2019-08-08,tray2,34,diy_data\pimframes\fluc-20190808-tray2-34.tif,Fmp,t300_ALon,7,21.3174,0.2282,2.6022,0.1475,1.1077,171.745,TRUE,TRUE,KEA3,9,IndC
fluc,2019-08-08,2019-08-08,tray2,34,diy_data\pimframes\fluc-20190808-tray2-34.tif,Fmp,t300_ALon,8,21.7098,0.2678,2.4805,0.1363,0.9535,102.165,TRUE,TRUE,KEA3,9,IndC
fluc,2019-08-08,2019-08-08,tray3,1,diy_data\pimframes\fluc-20190808-tray3-1.tif,Fo,FvFm,0,23.575,0.6852,0,0.0588,0,232.015,TRUE,TRUE,WT,9,FvFm
fluc,2019-08-08,2019-08-08,tray3,1,diy_data\pimframes\fluc-20190808-tray3-1.tif,Fo,FvFm,1,27.3949,0.564,0,0.1173,0,159.1275,TRUE,TRUE,STN7,9,FvFm
fluc,2019-08-08,2019-08-08,tray3,1,diy_data\pimframes\fluc-20190808-tray3-1.tif,Fo,FvFm,2,27.4158,0.556,0,0.1424,0,131.6875,TRUE,TRUE,STN7,9,FvFm
fluc,2019-08-08,2019-08-08,tray3,1,diy_data\pimframes\fluc-20190808-tray3-1.tif,Fo,FvFm,3,24.5789,0.6829,0,0.0654,0,216.4575,TRUE,TRUE,WT,9,FvFm
fluc,2019-08-08,2019-08-08,tray3,1,diy_data\pimframes\fluc-20190808-tray3-1.tif,Fo,FvFm,4,23.2893,0.6498,0,0.0969,0,162.19,TRUE,TRUE,VCCN1,9,FvFm
fluc,2019-08-08,2019-08-08,tray3,1,diy_data\pimframes\fluc-20190808-tray3-1.tif,Fo,FvFm,5,24.0886,0.6488,0,0.0656,0,189.5075,TRUE,TRUE,VCCN1,9,FvFm
fluc,2019-08-08,2019-08-08,tray3,1,diy_data\pimframes\fluc-20190808-tray3-1.tif,Fo,FvFm,7,21.7119,0.672,0,0.1264,0,181.545,TRUE,TRUE,KEA3,9,FvFm
fluc,2019-08-08,2019-08-08,tray3,1,diy_data\pimframes\fluc-20190808-tray3-1.tif,Fo,FvFm,8,22.2974,0.656,0,0.1462,0,212.5375,TRUE,TRUE,KEA3,9,FvFm
fluc,2019-08-08,2019-08-08,tray3,2,diy_data\pimframes\fluc-20190808-tray3-2.tif,Fm,FvFm,0,75.0069,0.6852,0,0.0588,0,232.015,TRUE,TRUE,WT,9,FvFm
fluc,2019-08-08,2019-08-08,tray3,2,diy_data\pimframes\fluc-20190808-tray3-2.tif,Fm,FvFm,1,64.3303,0.564,0,0.1173,0,159.1275,TRUE,TRUE,STN7,9,FvFm
fluc,2019-08-08,2019-08-08,tray3,2,diy_data\pimframes\fluc-20190808-tray3-2.tif,Fm,FvFm,2,64.7749,0.556,0,0.1424,0,131.6875,TRUE,TRUE,STN7,9,FvFm
fluc,2019-08-08,2019-08-08,tray3,2,diy_data\pimframes\fluc-20190808-tray3-2.tif,Fm,FvFm,3,78.6995,0.6829,0,0.0654,0,216.4575,TRUE,TRUE,WT,9,FvFm
fluc,2019-08-08,2019-08-08,tray3,2,diy_data\pimframes\fluc-20190808-tray3-2.tif,Fm,FvFm,4,68.1918,0.6498,0,0.0969,0,162.19,TRUE,TRUE,VCCN1,9,FvFm
fluc,2019-08-08,2019-08-08,tray3,2,diy_data\pimframes\fluc-20190808-tray3-2.tif,Fm,FvFm,5,68.8216,0.6488,0,0.0656,0,189.5075,TRUE,TRUE,VCCN1,9,FvFm
fluc,2019-08-08,2019-08-08,tray3,2,diy_data\pimframes\fluc-20190808-tray3-2.tif,Fm,FvFm,7,69.4622,0.672,0,0.1264,0,181.545,TRUE,TRUE,KEA3,9,FvFm
fluc,2019-08-08,2019-08-08,tray3,2,diy_data\pimframes\fluc-20190808-tray3-2.tif,Fm,FvFm,8,67.9372,0.656,0,0.1462,0,212.5375,TRUE,TRUE,KEA3,9,FvFm
fluc,2019-08-08,2019-08-08,tray3,7,diy_data\pimframes\fluc-20190808-tray3-7.tif,Fp,t40_ALon,0,71.2534,0.0094,0.0739,0.0229,0.0578,232.015,TRUE,TRUE,WT,9,IndC
fluc,2019-08-08,2019-08-08,tray3,7,diy_data\pimframes\fluc-20190808-tray3-7.tif,Fp,t40_ALon,1,60.1016,0.0105,0.095,0.0289,0.0666,159.1275,TRUE,TRUE,STN7,9,IndC
fluc,2019-08-08,2019-08-08,tray3,7,diy_data\pimframes\fluc-20190808-tray3-7.tif,Fp,t40_ALon,2,60.7777,0.0127,0.083,0.0279,0.062,131.6875,TRUE,TRUE,STN7,9,IndC
fluc,2019-08-08,2019-08-08,tray3,7,diy_data\pimframes\fluc-20190808-tray3-7.tif,Fp,t40_ALon,3,75.1392,0.0084,0.0774,0.0226,0.0716,216.4575,TRUE,TRUE,WT,9,IndC
fluc,2019-08-08,2019-08-08,tray3,7,diy_data\pimframes\fluc-20190808-tray3-7.tif,Fp,t40_ALon,4,64.7069,0.011,0.0767,0.0294,0.0635,162.19,TRUE,TRUE,VCCN1,9,IndC
fluc,2019-08-08,2019-08-08,tray3,7,diy_data\pimframes\fluc-20190808-tray3-7.tif,Fp,t40_ALon,5,63.5701,0.0181,0.113,0.0423,0.1462,189.5075,TRUE,TRUE,VCCN1,9,IndC
