treatment,date,jobdate,sampleid,imageid,filename,frame,parameter,roi,frame_avg,yii_avg,npq_avg,yii_std,npq_std,plantarea,obj_in_frame,unique_roi,gtype,idate,measurement
fluc,2019-07-31,2019-07-31,tray2,7,diy_data\pimframes\fluc-20190731-tray2-7.tif,Fp,t40_ALon,5,103.418,0.0046,0.0337,0.0125,0.0302,91.14,TRUE,TRUE,VCCN1,1,IndC
fluc,2019-07-31,2019-07-31,tray2,7,diy_data\pimframes\fluc-20190731-tray2-7.tif,Fp,t40_ALon,7,99.0254,0.0063,0.0341,0.0171,0.0367,62.72,TRUE,TRUE,KEA3,1,IndC
fluc,2019-07-31,2019-07-31,tray2,7,diy_data\pimframes\fluc-20190731-tray2-7.tif,Fp,t40_ALon,8,85.5612,0.0147,0.0329,0.0257,0.0386,36.015,TRUE,TRUE,KEA3,1,IndC
fluc,2019-07-31,2019-07-31,tray2,8,diy_data\pimframes\fluc-20190731-tray2-8.tif,Fmp,t40_ALon,0,96.6851,0.0041,0.0385,0.016,0.0438,75.46,TRUE,TRUE,WT,1,IndC
fluc,2019-07-31,2019-07-31,tray2,8,diy_data\pimframes\fluc-20190731-tray2-8.tif,Fmp,t40_ALon,1,105.1478,0.0054,0.0349,0.0197,0.0604,95.305,TRUE,TRUE,STN7,1,IndC
fluc,2019-07-31,2019-07-31,tray2,8,diy_data\pimframes\fluc-20190731-tray2-8.tif,Fmp,t40_ALon,2,104.484,0.0063,0.0329,0.0154,0.0358,80.2375,TRUE,TRUE,STN7,1,IndC
fluc,2019-07-31,2019-07-31,tray2,8,diy_data\pimframes\fluc-20190731-tray2-8.tif,Fmp,t40_ALon,3,108.7537,0.003,0.0381,0.0145,0.0459,99.96,TRUE,TRUE,WT,1,IndC
fluc,2019-07-31,2019-07-31,tray2,8,diy_data\pimframes\fluc-20190731-tray2-8.tif,Fmp,t40_ALon,4,90.658,0.0063,0.0374,0.023,0.0441,56.2275,TRUE,TRUE,VCCN1,1,IndC
fluc,2019-07-31,2019-07-31,tray2,8,diy_data\pimframes\fluc-20190731-tray2-8.tif,Fmp,t40_ALon,5,101.828,0.0046,0.0337,0.0125,0.0302,91.14,TRUE,TRUE,VCCN1,1,IndC
fluc,2019-07-31,2019-07-31,tray2,8,diy_data\pimframes\fluc-20190731-tray2-8.tif,Fmp,t40_ALon,7,97.7715,0.0063,0.0341,0.0171,0.0367,62.72,TRUE,TRUE,KEA3,1,IndC
fluc,2019-07-31,2019-07-31,tray2,8,diy_data\pimframes\fluc-20190731-tray2-8.tif,Fmp,t40_ALon,8,85.6054,0.0147,0.0329,0.0257,0.0386,36.015,TRUE,TRUE,KEA3,1,IndC
fluc,2019-07-31,2019-07-31,tray2,9,diy_data\pimframes\fluc-20190731-tray2-9.tif,Fp,t60_ALon,0,61.1477,0.0168,0.6442,0.0339,0.1711,75.46,TRUE,TRUE,WT,1,IndC
fluc,2019-07-31,2019-07-31,tray2,9,diy_data\pimframes\fluc-20190731-tray2-9.tif,Fp,t60_ALon,1,66.7635,0.0132,0.6457,0.03,0.2064,95.305,TRUE,TRUE,STN7,1,IndC
fluc,2019-07-31,2019-07-31,tray2,9,diy_data\pimframes\fluc-20190731-tray2-9.tif,Fp,t60_ALon,2,63.0718,0.0176,0.7058,0.0265,0.1837,80.2375,TRUE,TRUE,STN7,1,IndC
fluc,2019-07-31,2019-07-31,tray2,9,diy_data\pimframes\fluc-20190731-tray2-9.tif,Fp,t60_ALon,3,66.4289,0.0183,0.6979,0.0406,0.1625,99.96,TRUE,TRUE,WT,1,IndC
fluc,2019-07-31,2019-07-31,tray2,9,diy_data\pimframes\fluc-20190731-tray2-9.tif,Fp,t60_ALon,4,64.976,0.0204,0.4342,0.0317,0.1533,56.2275,TRUE,TRUE,VCCN1,1,IndC
fluc,2019-07-31,2019-07-31,tray2,9,diy_data\pimframes\fluc-20190731-tray2-9.tif,Fp,t60_ALon,5,74.7809,0.018,0.4049,0.0281,0.134,91.14,TRUE,TRUE,VCCN1,1,IndC
fluc,2019-07-31,2019-07-31,tray2,9,diy_data\pimframes\fluc-20190731-tray2-9.tif,Fp,t60_ALon,7,58.1973,0.0241,0.7137,0.0301,0.2112,62.72,TRUE,TRUE,KEA3,1,IndC
fluc,2019-07-31,2019-07-31,tray2,9,diy_data\pimframes\fluc-20190731-tray2-9.tif,Fp,t60_ALon,8,52.8912,0.0297,0.639,0.0376,0.1564,36.015,TRUE,TRUE,KEA3,1,IndC
fluc,2019-07-31,2019-07-31,tray2,10,diy_data\pimframes\fluc-20190731-tray2-10.tif,Fmp,t60_ALon,0,60.987,0.0168,0.6442,0.0339,0.1711,75.46,TRUE,TRUE,WT,1,IndC
fluc,2019-07-31,2019-07-31,tray2,10,diy_data\pimframes\fluc-20190731-tray2-10.tif,Fmp,t60_ALon,1,66.0116,0.0132,0.6457,0.03,0.2064,95.305,TRUE,TRUE,STN7,1,IndC
fluc,2019-07-31,2019-07-31,tray2,10,diy_data\pimframes\fluc-20190731-tray2-10.tif,Fmp,t60_ALon,2,63.1542,0.0176,0.7058,0.0265,0.1837,80.2375,TRUE,TRUE,STN7,1,IndC
fluc,2019-07-31,2019-07-31,tray2,10,diy_data\pimframes\fluc-20190731-tray2-10.tif,Fmp,t60_ALon,3,66.451,0.0183,0.6979,0.0406,0.1625,99.96,TRUE,TRUE,WT,1,IndC
fluc,2019-07-31,2019-07-31,tray2,10,diy_data\pimframes\fluc-20190731-tray2-10.tif,Fmp,t60_ALon,4,65.305,0.0204,0.4342,0.0317,0.1533,56.2275,TRUE,TRUE,VCCN1,1,IndC
fluc,2019-07-31,2019-07-31,tray2,10,diy_data\pimframes\fluc-20190731-tray2-10.tif,Fmp,t60_ALon,5,75.2903,0.018,0.4049,0.0281,0.134,91.14,TRUE,TRUE,VCCN1,1,IndC
fluc,2019-07-31,2019-07-31,tray2,10,diy_data\pimframes\fluc-20190731-tray2-10.tif,Fmp,t60_ALon,7,58.9707,0.0241,0.7137,0.0301,0.2112,62.72,TRUE,TRUE,KEA3,1,IndC
fluc,2019-07-31,2019-07-31,tray2,10,diy_data\pimframes\fluc-20190731-tray2-10.tif,Fmp,t60_ALon,8,53.881,0.0297,0.639,0.0376,0.1564,36.015,TRUE,TRUE,KEA3,1,IndC
fluc,2019-07-31,2019-07-31,tray2,11,diy_data\pimframes\fluc-20190731-tray2-11.tif,Fp,t80_ALon,0,45.8977,0.0481,1.1041,0.0518,0.2328,75.46,TRUE,TRUE,WT,1,IndC
fluc,2019-07-31,2019-07-31,tray2,11,diy_data\pimframes\fluc-20190731-tray2-11.tif,Fp,t80_ALon,1,49.3599,0.0413,1.1249,0.0521,0.2104,95.305,TRUE,TRUE,STN7,1,IndC
fluc,2019-07-31,2019-07-31,tray2,11,diy_data\pimframes\fluc-20190731-tray2-11.tif,Fp,t80_ALon,2,46.8489,0.0495,1.203,0.0484,0.2238,80.2375,TRUE,TRUE,STN7,1,IndC
fluc,2019-07-31,2019-07-31,tray2,11,diy_data\pimframes\fluc-20190731-tray2-11.tif,Fp,t80_ALon,3,51.131100000000004,0.0459,1.1388,0.0474,0.3989,99.96,TRUE,TRUE,WT,1,IndC
fluc,2019-07-31,2019-07-31,tray2,11,diy_data\pimframes\fluc-20190731-tray2-11.tif,Fp,t80_ALon,4,49.6558,0.0444,0.8441,0.0476,0.2651,56.2275,TRUE,TRUE,VCCN1,1,IndC
fluc,2019-07-31,2019-07-31,tray2,11,diy_data\pimframes\fluc-20190731-tray2-11.tif,Fp,t80_ALon,5,57.7325,0.0434,0.7829,0.0401,0.2429,91.14,TRUE,TRUE,VCCN1,1,IndC
fluc,2019-07-31,2019-07-31,tray2,11,diy_data\pimframes\fluc-20190731-tray2-11.tif,Fp,t80_ALon,7,44.7422,0.0484,1.1691,0.0502,0.2493,62.72,TRUE,TRUE,KEA3,1,IndC
fluc,2019-07-31,2019-07-31,tray2,11,diy_data\pimframes\fluc-20190731-tray2-11.tif,Fp,t80_ALon,8,38.4558,0.0616,1.1852,0.06,0.2702,36.015,TRUE,TRUE,KEA3,1,IndC
fluc,2019-07-31,2019-07-31,tray2,12,diy_data\pimframes\fluc-20190731-tray2-12.tif,Fmp,t80_ALon,0,47.8117,0.0481,1.1041,0.0518,0.2328,75.46,TRUE,TRUE,WT,1,IndC
fluc,2019-07-31,2019-07-31,tray2,12,diy_data\pimframes\fluc-20190731-tray2-12.tif,Fmp,t80_ALon,1,50.9871,0.0413,1.1249,0.0521,0.2104,95.305,TRUE,TRUE,STN7,1,IndC
fluc,2019-07-31,2019-07-31,tray2,12,diy_data\pimframes\fluc-20190731-tray2-12.tif,Fmp,t80_ALon,2,49.0076,0.0495,1.203,0.0484,0.2238,80.2375,TRUE,TRUE,STN7,1,IndC
fluc,2019-07-31,2019-07-31,tray2,12,diy_data\pimframes\fluc-20190731-tray2-12.tif,Fmp,t80_ALon,3,53.2145,0.0459,1.1388,0.0474,0.3989,99.96,TRUE,TRUE,WT,1,IndC
fluc,2019-07-31,2019-07-31,tray2,12,diy_data\pimframes\fluc-20190731-tray2-12.tif,Fmp,t80_ALon,4,51.6427,0.0444,0.8441,0.0476,0.2651,56.2275,TRUE,TRUE,VCCN1,1,IndC
fluc,2019-07-31,2019-07-31,tray2,12,diy_data\pimframes\fluc-20190731-tray2-12.tif,Fmp,t80_ALon,5,60.0578,0.0434,0.7829,0.0401,0.2429,91.14,TRUE,TRUE,VCCN1,1,IndC
fluc,2019-07-31,2019-07-31,tray2,12,diy_data\pimframes\fluc-20190731-tray2-12.tif,Fmp,t80_ALon,7,46.6543,0.0484,1.1691,0.0502,0.2493,62.72,TRUE,TRUE,KEA3,1,IndC
fluc,2019-07-31,2019-07-31,tray2,12,diy_data\pimframes\fluc-20190731-tray2-12.tif,Fmp,t80_ALon,8,40.7245,0.0616,1.1852,0.06,0.2702,36.015,TRUE,TRUE,KEA3,1,IndC
fluc,2019-07-31,2019-07-31,tray2,13,diy_data\pimframes\fluc-20190731-tray2-13.tif,Fp,t100_ALon,0,40.6558,0.0588,1.3678,0.0564,0.309,75.46,TRUE,TRUE,WT,1,IndC
fluc,2019-07-31,2019-07-31,tray2,13,diy_data\pimframes\fluc-20190731-tray2-13.tif,Fp,t100_ALon,1,42.5707,0.0581,1.4533,0.0586,0.5981,95.305,TRUE,TRUE,STN7,1,IndC
fluc,2019-07-31,2019-07-31,tray2,13,diy_data\pimframes\fluc-20190731-tray2-13.tif,Fp,t100_ALon,2,40.6977,0.0641,1.5063,0.0525,0.2601,80.2375,TRUE,TRUE,STN7,1,IndC
fluc,2019-07-31,2019-07-31,tray2,13,diy_data\pimframes\fluc-20190731-tray2-13.tif,Fp,t100_ALon,3,45.6176,0.0551,1.384,0.052,0.4395,99.96,TRUE,TRUE,WT,1,IndC
fluc,2019-07-31,2019-07-31,tray2,13,diy_data\pimframes\fluc-20190731-tray2-13.tif,Fp,t100_ALon,4,42.1983,0.0556,1.1712,0.0525,0.4818,56.2275,TRUE,TRUE,VCCN1,1,IndC
fluc,2019-07-31,2019-07-31,tray2,13,diy_data\pimframes\fluc-20190731-tray2-13.tif,Fp,t100_ALon,5,48.6156,0.0576,1.0879,0.0455,0.2991,91.14,TRUE,TRUE,VCCN1,1,IndC
fluc,2019-07-31,2019-07-31,tray2,13,diy_data\pimframes\fluc-20190731-tray2-13.tif,Fp,t100_ALon,7,39.8398,0.067,1.4074,0.0807,0.2893,62.72,TRUE,TRUE,KEA3,1,IndC
fluc,2019-07-31,2019-07-31,tray2,13,diy_data\pimframes\fluc-20190731-tray2-13.tif,Fp,t100_ALon,8,33.4762,0.0777,1.4763,0.0687,0.2852,36.015,TRUE,TRUE,KEA3,1,IndC
fluc,2019-07-31,2019-07-31,tray2,14,diy_data\pimframes\fluc-20190731-tray2-14.tif,Fmp,t100_ALon,0,42.9026,0.0588,1.3678,0.0564,0.309,75.46,TRUE,TRUE,WT,1,IndC
fluc,2019-07-31,2019-07-31,tray2,14,diy_data\pimframes\fluc-20190731-tray2-14.tif,Fmp,t100_ALon,1,44.8393,0.0581,1.4533,0.0586,0.5981,95.305,TRUE,TRUE,STN7,1,IndC
fluc,2019-07-31,2019-07-31,tray2,14,diy_data\pimframes\fluc-20190731-tray2-14.tif,Fmp,t100_ALon,2,43.3206,0.0641,1.5063,0.0525,0.2601,80.2375,TRUE,TRUE,STN7,1,IndC
fluc,2019-07-31,2019-07-31,tray2,14,diy_data\pimframes\fluc-20190731-tray2-14.tif,Fmp,t100_ALon,3,48.006100000000004,0.0551,1.384,0.052,0.4395,99.96,TRUE,TRUE,WT,1,IndC
fluc,2019-07-31,2019-07-31,tray2,14,diy_data\pimframes\fluc-20190731-tray2-14.tif,Fmp,t100_ALon,4,44.4749,0.0556,1.1712,0.0525,0.4818,56.2275,TRUE,TRUE,VCCN1,1,IndC
fluc,2019-07-31,2019-07-31,tray2,14,diy_data\pimframes\fluc-20190731-tray2-14.tif,Fmp,t100_ALon,5,51.4691,0.0576,1.0879,0.0455,0.2991,91.14,TRUE,TRUE,VCCN1,1,IndC
fluc,2019-07-31,2019-07-31,tray2,14,diy_data\pimframes\fluc-20190731-tray2-14.tif,Fmp,t100_ALon,7,42.2578,0.067,1.4074,0.0807,0.2893,62.72,TRUE,TRUE,KEA3,1,IndC
fluc,2019-07-31,2019-07-31,tray2,14,diy_data\pimframes\fluc-20190731-tray2-14.tif,Fmp,t100_ALon,8,35.9728,0.0777,1.4763,0.0687,0.2852,36.015,TRUE,TRUE,KEA3,1,IndC
fluc,2019-07-31,2019-07-31,tray2,15,diy_data\pimframes\fluc-20190731-tray2-15.tif,Fp,t120_ALon,0,37.8019,0.0698,1.5187,0.055,0.3529,75.46,TRUE,TRUE,WT,1,IndC
fluc,2019-07-31,2019-07-31,tray2,15,diy_data\pimframes\fluc-20190731-tray2-15.tif,Fp,t120_ALon,1,38.892,0.0748,1.61,0.0612,0.3623,95.305,TRUE,TRUE,STN7,1,IndC
fluc,2019-07-31,2019-07-31,tray2,15,diy_data\pimframes\fluc-20190731-tray2-15.tif,Fp,t120_ALon,2,37.5756,0.0872,1.6511,0.0606,0.3075,80.2375,TRUE,TRUE,STN7,1,IndC
fluc,2019-07-31,2019-07-31,tray2,15,diy_data\pimframes\fluc-20190731-tray2-15.tif,Fp,t120_ALon,3,42.3676,0.0728,1.5309,0.062,0.4887,99.96,TRUE,TRUE,WT,1,IndC
fluc,2019-07-31,2019-07-31,tray2,15,diy_data\pimframes\fluc-20190731-tray2-15.tif,Fp,t120_ALon,4,37.8519,0.0747,1.3748,0.0695,0.5036,56.2275,TRUE,TRUE,VCCN1,1,IndC
fluc,2019-07-31,2019-07-31,tray2,15,diy_data\pimframes\fluc-20190731-tray2-15.tif,Fp,t120_ALon,5,43.0161,0.0774,1.3069,0.0525,0.3396,91.14,TRUE,TRUE,VCCN1,1,IndC
fluc,2019-07-31,2019-07-31,tray2,15,diy_data\pimframes\fluc-20190731-tray2-15.tif,Fp,t120_ALon,7,36.8613,0.0768,1.6,0.0631,0.7159,62.72,TRUE,TRUE,KEA3,1,IndC
fluc,2019-07-31,2019-07-31,tray2,15,diy_data\pimframes\fluc-20190731-tray2-15.tif,Fp,t120_ALon,8,30.7823,0.0903,1.6926,0.0736,0.466,36.015,TRUE,TRUE,KEA3,1,IndC
fluc,2019-07-31,2019-07-31,tray2,16,diy_data\pimframes\fluc-20190731-tray2-16.tif,Fmp,t120_ALon,0,40.5227,0.0698,1.5187,0.055,0.3529,75.46,TRUE,TRUE,WT,1,IndC
fluc,2019-07-31,2019-07-31,tray2,16,diy_data\pimframes\fluc-20190731-tray2-16.tif,Fmp,t120_ALon,1,41.829,0.0748,1.61,0.0612,0.3623,95.305,TRUE,TRUE,STN7,1,IndC
fluc,2019-07-31,2019-07-31,tray2,16,diy_data\pimframes\fluc-20190731-tray2-16.tif,Fmp,t120_ALon,2,41.1038,0.0872,1.6511,0.0606,0.3075,80.2375,TRUE,TRUE,STN7,1,IndC
fluc,2019-07-31,2019-07-31,tray2,16,diy_data\pimframes\fluc-20190731-tray2-16.tif,Fmp,t120_ALon,3,45.4289,0.0728,1.5309,0.062,0.4887,99.96,TRUE,TRUE,WT,1,IndC
fluc,2019-07-31,2019-07-31,tray2,16,diy_data\pimframes\fluc-20190731-tray2-16.tif,Fmp,t120_ALon,4,40.6013,0.0747,1.3748,0.0695,0.5036,56.2275,TRUE,TRUE,VCCN1,1,IndC
fluc,2019-07-31,2019-07-31,tray2,16,diy_data\pimframes\fluc-20190731-tray2-16.tif,Fmp,t120_ALon,5,46.5202,0.0774,1.3069,0.0525,0.3396,91.14,TRUE,TRUE,VCCN1,1,IndC
fluc,2019-07-31,2019-07-31,tray2,16,diy_data\pimframes\fluc-20190731-tray2-16.tif,Fmp,t120_ALon,7,39.7168,0.0768,1.6,0.0631,0.7159,62.72,TRUE,TRUE,KEA3,1,IndC
fluc,2019-07-31,2019-07-31,tray2,16,diy_data\pimframes\fluc-20190731-tray2-16.tif,Fmp,t120_ALon,8,33.6599,0.0903,1.6926,0.0736,0.466,36.015,TRUE,TRUE,KEA3,1,IndC
fluc,2019-07-31,2019-07-31,tray2,17,diy_data\pimframes\fluc-20190731-tray2-17.tif,Fp,t140_ALon,0,35.6851,0.091,1.6302,0.0705,0.4303,75.46,TRUE,TRUE,WT,1,IndC
fluc,2019-07-31,2019-07-31,tray2,17,diy_data\pimframes\fluc-20190731-tray2-17.tif,Fp,t140_ALon,1,36.955,0.0913,1.6991,0.0692,0.3472,95.305,TRUE,TRUE,STN7,1,IndC
fluc,2019-07-31,2019-07-31,tray2,17,diy_data\pimframes\fluc-20190731-tray2-17.tif,Fp,t140_ALon,2,36.229,0.1064,1.6953,0.0625,0.3098,80.2375,TRUE,TRUE,STN7,1,IndC
fluc,2019-07-31,2019-07-31,tray2,17,diy_data\pimframes\fluc-20190731-tray2-17.tif,Fp,t140_ALon,3,40.2047,0.0895,1.6026,0.0653,0.3156,99.96,TRUE,TRUE,WT,1,IndC
fluc,2019-07-31,2019-07-31,tray2,17,diy_data\pimframes\fluc-20190731-tray2-17.tif,Fp,t140_ALon,4,35.2636,0.0924,1.4914,0.0778,0.6568,56.2275,TRUE,TRUE,VCCN1,1,IndC
fluc,2019-07-31,2019-07-31,tray2,17,diy_data\pimframes\fluc-20190731-tray2-17.tif,Fp,t140_ALon,5,39.6384,0.0949,1.4791,0.0603,0.5913,91.14,TRUE,TRUE,VCCN1,1,IndC
fluc,2019-07-31,2019-07-31,tray2,17,diy_data\pimframes\fluc-20190731-tray2-17.tif,Fp,t140_ALon,7,34.9297,0.0886,1.6724,0.0664,0.4446,62.72,TRUE,TRUE,KEA3,1,IndC
fluc,2019-07-31,2019-07-31,tray2,17,diy_data\pimframes\fluc-20190731-tray2-17.tif,Fp,t140_ALon,8,28.9626,0.0994,1.8222,0.0786,0.4163,36.015,TRUE,TRUE,KEA3,1,IndC
fluc,2019-07-31,2019-07-31,tray2,18,diy_data\pimframes\fluc-20190731-tray2-18.tif,Fmp,t140_ALon,0,39.0552,0.091,1.6302,0.0705,0.4303,75.46,TRUE,TRUE,WT,1,IndC
fluc,2019-07-31,2019-07-31,tray2,18,diy_data\pimframes\fluc-20190731-tray2-18.tif,Fmp,t140_ALon,1,40.6131,0.0913,1.6991,0.0692,0.3472,95.305,TRUE,TRUE,STN7,1,IndC
fluc,2019-07-31,2019-07-31,tray2,18,diy_data\pimframes\fluc-20190731-tray2-18.tif,Fmp,t140_ALon,2,40.5466,0.1064,1.6953,0.0625,0.3098,80.2375,TRUE,TRUE,STN7,1,IndC
fluc,2019-07-31,2019-07-31,tray2,18,diy_data\pimframes\fluc-20190731-tray2-18.tif,Fmp,t140_ALon,3,43.9792,0.0895,1.6026,0.0653,0.3156,99.96,TRUE,TRUE,WT,1,IndC
fluc,2019-07-31,2019-07-31,tray2,18,diy_data\pimframes\fluc-20190731-tray2-18.tif,Fmp,t140_ALon,4,38.5948,0.0924,1.4914,0.0778,0.6568,56.2275,TRUE,TRUE,VCCN1,1,IndC
fluc,2019-07-31,2019-07-31,tray2,18,diy_data\pimframes\fluc-20190731-tray2-18.tif,Fmp,t140_ALon,5,43.7863,0.0949,1.4791,0.0603,0.5913,91.14,TRUE,TRUE,VCCN1,1,IndC
fluc,2019-07-31,2019-07-31,tray2,18,diy_data\pimframes\fluc-20190731-tray2-18.tif,Fmp,t140_ALon,7,38.1973,0.0886,1.6724,0.0664,0.4446,62.72,TRUE,TRUE,KEA3,1,IndC
fluc,2019-07-31,2019-07-31,tray2,18,diy_data\pimframes\fluc-20190731-tray2-18.tif,Fmp,t140_ALon,8,31.9626,0.0994,1.8222,0.0786,0.4163,36.015,TRUE,TRUE,KEA3,1,IndC
fluc,2019-07-31,2019-07-31,tray2,19,diy_data\pimframes\fluc-20190731-tray2-19.tif,Fp,t160_ALon,0,34.3929,0.1146,1.6812,0.0793,0.6646,75.46,TRUE,TRUE,WT,1,IndC
fluc,2019-07-31,2019-07-31,tray2,19,diy_data\pimframes\fluc-20190731-tray2-19.tif,Fp,t160_ALon,1,35.8033,0.1227,1.7161,0.0764,0.6414,95.305,TRUE,TRUE,STN7,1,IndC
fluc,2019-07-31,2019-07-31,tray2,19,diy_data\pimframes\fluc-20190731-tray2-19.tif,Fp,t160_ALon,2,35.3985,0.1371,1.6842,0.0817,0.4071,80.2375,TRUE,TRUE,STN7,1,IndC
fluc,2019-07-31,2019-07-31,tray2,19,diy_data\pimframes\fluc-20190731-tray2-19.tif,Fp,t160_ALon,3,38.7377,0.1068,1.6971,0.067,0.8356,99.96,TRUE,TRUE,WT,1,IndC
fluc,2019-07-31,2019-07-31,tray2,19,diy_data\pimframes\fluc-20190731-tray2-19.tif,Fp,t160_ALon,4,33.6035,0.108,1.5999,0.0722,1.069,56.2275,TRUE,TRUE,VCCN1,1,IndC
fluc,2019-07-31,2019-07-31,tray2,19,diy_data\pimframes\fluc-20190731-tray2-19.tif,Fp,t160_ALon,5,37.828,0.1199,1.5413,0.0593,0.7157,91.14,TRUE,TRUE,VCCN1,1,IndC
fluc,2019-07-31,2019-07-31,tray2,19,diy_data\pimframes\fluc-20190731-tray2-19.tif,Fp,t160_ALon,7,33.4629,0.1177,1.726,0.0872,0.4078,62.72,TRUE,TRUE,KEA3,1,IndC
fluc,2019-07-31,2019-07-31,tray2,19,diy_data\pimframes\fluc-20190731-tray2-19.tif,Fp,t160_ALon,8,27.398,0.1316,1.9224,0.091,0.6239,36.015,TRUE,TRUE,KEA3,1,IndC
fluc,2019-07-31,2019-07-31,tray2,20,diy_data\pimframes\fluc-20190731-tray2-20.tif,Fmp,t160_ALon,0,38.6705,0.1146,1.6812,0.0793,0.6646,75.46,TRUE,TRUE,WT,1,IndC
fluc,2019-07-31,2019-07-31,tray2,20,diy_data\pimframes\fluc-20190731-tray2-20.tif,Fmp,t160_ALon,1,40.8676,0.1227,1.7161,0.0764,0.6414,95.305,TRUE,TRUE,STN7,1,IndC
fluc,2019-07-31,2019-07-31,tray2,20,diy_data\pimframes\fluc-20190731-tray2-20.tif,Fmp,t160_ALon,2,41.0611,0.1371,1.6842,0.0817,0.4071,80.2375,TRUE,TRUE,STN7,1,IndC
fluc,2019-07-31,2019-07-31,tray2,20,diy_data\pimframes\fluc-20190731-tray2-20.tif,Fmp,t160_ALon,3,43.3064,0.1068,1.6971,0.067,0.8356,99.96,TRUE,TRUE,WT,1,IndC
fluc,2019-07-31,2019-07-31,tray2,20,diy_data\pimframes\fluc-20190731-tray2-20.tif,Fmp,t160_ALon,4,37.6906,0.108,1.5999,0.0722,1.069,56.2275,TRUE,TRUE,VCCN1,1,IndC
fluc,2019-07-31,2019-07-31,tray2,20,diy_data\pimframes\fluc-20190731-tray2-20.tif,Fmp,t160_ALon,5,42.9973,0.1199,1.5413,0.0593,0.7157,91.14,TRUE,TRUE,VCCN1,1,IndC
fluc,2019-07-31,2019-07-31,tray2,20,diy_data\pimframes\fluc-20190731-tray2-20.tif,Fmp,t160_ALon,7,37.7305,0.1177,1.726,0.0872,0.4078,62.72,TRUE,TRUE,KEA3,1,IndC
fluc,2019-07-31,2019-07-31,tray2,20,diy_data\pimframes\fluc-20190731-tray2-20.tif,Fmp,t160_ALon,8,31.517,0.1316,1.9224,0.091,0.6239,36.015,TRUE,TRUE,KEA3,1,IndC
fluc,2019-07-31,2019-07-31,tray2,21,diy_data\pimframes\fluc-20190731-tray2-21.tif,Fp,t180_ALon,0,33.3896,0.1335,1.7192,0.0778,0.7278,75.46,TRUE,TRUE,WT,1,IndC
fluc,2019-07-31,2019-07-31,tray2,21,diy_data\pimframes\fluc-20190731-tray2-21.tif,Fp,t180_ALon,1,35.3406,0.1457,1.6954,0.0767,0.7379,95.305,TRUE,TRUE,STN7,1,IndC
fluc,2019-07-31,2019-07-31,tray2,21,diy_data\pimframes\fluc-20190731-tray2-21.tif,Fp,t180_ALon,2,34.8809,0.1659,1.6457,0.0773,0.4295,80.2375,TRUE,TRUE,STN7,1,IndC
fluc,2019-07-31,2019-07-31,tray2,21,diy_data\pimframes\fluc-20190731-tray2-21.tif,Fp,t180_ALon,3,37.5662,0.1311,1.6955,0.0792,0.5404,99.96,TRUE,TRUE,WT,1,IndC
fluc,2019-07-31,2019-07-31,tray2,21,diy_data\pimframes\fluc-20190731-tray2-21.tif,Fp,t180_ALon,4,32.5294,0.129,1.607,0.0939,0.4945,56.2275,TRUE,TRUE,VCCN1,1,IndC
fluc,2019-07-31,2019-07-31,tray2,21,diy_data\pimframes\fluc-20190731-tray2-21.tif,Fp,t180_ALon,5,36.578,0.1436,1.5436,0.0687,0.4519,91.14,TRUE,TRUE,VCCN1,1,IndC
fluc,2019-07-31,2019-07-31,tray2,21,diy_data\pimframes\fluc-20190731-tray2-21.tif,Fp,t180_ALon,7,32.4258,0.1337,1.7707,0.0761,0.4576,62.72,TRUE,TRUE,KEA3,1,IndC
fluc,2019-07-31,2019-07-31,tray2,21,diy_data\pimframes\fluc-20190731-tray2-21.tif,Fp,t180_ALon,8,26.466,0.1463,1.9802,0.0987,0.645,36.015,TRUE,TRUE,KEA3,1,IndC
fluc,2019-07-31,2019-07-31,tray2,22,diy_data\pimframes\fluc-20190731-tray2-22.tif,Fmp,t180_ALon,0,38.4984,0.1335,1.7192,0.0778,0.7278,75.46,TRUE,TRUE,WT,1,IndC
fluc,2019-07-31,2019-07-31,tray2,22,diy_data\pimframes\fluc-20190731-tray2-22.tif,Fmp,t180_ALon,1,41.4923,0.1457,1.6954,0.0767,0.7379,95.305,TRUE,TRUE,STN7,1,IndC
fluc,2019-07-31,2019-07-31,tray2,22,diy_data\pimframes\fluc-20190731-tray2-22.tif,Fmp,t180_ALon,2,41.8916,0.1659,1.6457,0.0773,0.4295,80.2375,TRUE,TRUE,STN7,1,IndC
fluc,2019-07-31,2019-07-31,tray2,22,diy_data\pimframes\fluc-20190731-tray2-22.tif,Fmp,t180_ALon,3,43.0466,0.1311,1.6955,0.0792,0.5404,99.96,TRUE,TRUE,WT,1,IndC
fluc,2019-07-31,2019-07-31,tray2,22,diy_data\pimframes\fluc-20190731-tray2-22.tif,Fmp,t180_ALon,4,37.2397,0.129,1.607,0.0939,0.4945,56.2275,TRUE,TRUE,VCCN1,1,IndC
fluc,2019-07-31,2019-07-31,tray2,22,diy_data\pimframes\fluc-20190731-tray2-22.tif,Fmp,t180_ALon,5,42.7513,0.1436,1.5436,0.0687,0.4519,91.14,TRUE,TRUE,VCCN1,1,IndC
fluc,2019-07-31,2019-07-31,tray2,22,diy_data\pimframes\fluc-20190731-tray2-22.tif,Fmp,t180_ALon,7,37.3594,0.1337,1.7707,0.0761,0.4576,62.72,TRUE,TRUE,KEA3,1,IndC
